   15  -0.0351615   0.0332292
   45   -0.096508    0.033293
   75    -0.13642   0.0334297
  105   -0.147424    0.034677
  135   -0.119335   0.0347804
  165  -0.0470153   0.0360669
  195   0.0470153   0.0352669
  225    0.119335   0.0345526
  255    0.147424   0.0339197
  285    0.136419   0.0336365
  315   0.0965075   0.0335645
  345   0.0351614   0.0331302
