   15  -0.0458901   0.0373655
   45    -0.12345   0.0419521
   75   -0.174922   0.0495028
  105   -0.196606    0.053951
  135   -0.168828   0.0592172
  165  -0.0696397   0.0676772
  195   0.0696392   0.0614837
  225    0.168825   0.0595058
  255    0.196601   0.0561919
  285    0.174917   0.0469731
  315    0.123448   0.0401553
  345   0.0458897   0.0377731
