   15   0.0319658   0.0858058
   45   0.0938819   0.0838534
   75     0.14181   0.0768827
  105    0.156152   0.0791706
  135    0.123356   0.0847519
  165    0.047101   0.0853274
  195  -0.0471012   0.0825911
  225   -0.123358     0.08185
  255   -0.156159   0.0862985
  285   -0.141819   0.0855038
  315  -0.0938864    0.080486
  345  -0.0319664   0.0826228
