   15  0.00135355    0.033728
   45  0.00362179   0.0330022
   75  0.00513688   0.0310772
  105  0.00582143   0.0289068
  135  0.00505398   0.0272933
  165  0.00210194   0.0276545
  195 -0.00210194   0.0271644
  225 -0.00505398   0.0276243
  255 -0.00582143   0.0295728
  285 -0.00513688   0.0317376
  315 -0.00362179   0.0334851
  345 -0.00135355    0.033512
