   15   0.0302566   0.0719104
   45   0.0886013   0.0677527
   75    0.132622    0.077559
  105    0.143286   0.0716249
  135    0.110753   0.0742999
  165   0.0417209   0.0755063
  195  -0.0417211   0.0764985
  225   -0.110755   0.0852955
  255    -0.14329   0.0726555
  285   -0.132627   0.0751219
  315  -0.0886043   0.0709268
  345   -0.030257   0.0724198
