5.000000 	 2.123887e+01 	 4.264800e+01 	 4.142977e+01 	 2.065704e+01 	 3.149342e+01
15.000000 	 4.938278e+00 	 9.954268e+00 	 9.136535e+00 	 4.547549e+00 	 7.144158e+00
25.000000 	 1.988227e+00 	 4.032287e+00 	 3.509451e+00 	 1.738181e+00 	 2.817037e+00
35.000000 	 1.065084e+00 	 2.177433e+00 	 1.807304e+00 	 8.878396e-01 	 1.484415e+00
45.000000 	 6.655668e-01 	 1.373723e+00 	 1.095558e+00 	 5.321417e-01 	 9.167474e-01
55.000000 	 4.572992e-01 	 9.540804e-01 	 7.375463e-01 	 3.532347e-01 	 6.255401e-01
65.000000 	 3.350742e-01 	 7.073050e-01 	 5.351077e-01 	 2.521391e-01 	 4.574065e-01
75.000000 	 2.572981e-01 	 5.498871e-01 	 4.111681e-01 	 1.903336e-01 	 3.521717e-01
85.000000 	 2.048602e-01 	 4.434560e-01 	 3.309060e-01 	 1.504003e-01 	 2.824056e-01
95.000000 	 1.679749e-01 	 3.683642e-01 	 2.768120e-01 	 1.235714e-01 	 2.341806e-01
105.000000 	 1.412044e-01 	 3.136942e-01 	 2.393537e-01 	 1.050672e-01 	 1.998299e-01
115.000000 	 1.213292e-01 	 2.729825e-01 	 2.130199e-01 	 9.211973e-02 	 1.748629e-01
125.000000 	 1.063466e-01 	 2.422074e-01 	 1.944781e-01 	 8.305190e-02 	 1.565210e-01
135.000000 	 9.496181e-02 	 2.187687e-01 	 1.816485e-01 	 7.681502e-02 	 1.430485e-01
145.000000 	 8.631519e-02 	 2.009384e-01 	 1.732124e-01 	 7.274236e-02 	 1.333021e-01
155.000000 	 7.982725e-02 	 1.875509e-01 	 1.683380e-01 	 7.041205e-02 	 1.265320e-01
165.000000 	 7.510885e-02 	 1.778218e-01 	 1.665246e-01 	 6.956878e-02 	 1.222560e-01
175.000000 	 7.190794e-02 	 1.712415e-01 	 1.675136e-01 	 7.007915e-02 	 1.201856e-01
185.000000 	 7.007915e-02 	 1.675136e-01 	 1.712415e-01 	 7.190794e-02 	 1.201856e-01
195.000000 	 6.956878e-02 	 1.665246e-01 	 1.778218e-01 	 7.510885e-02 	 1.222560e-01
205.000000 	 7.041205e-02 	 1.683380e-01 	 1.875509e-01 	 7.982725e-02 	 1.265320e-01
215.000000 	 7.274236e-02 	 1.732124e-01 	 2.009384e-01 	 8.631519e-02 	 1.333021e-01
225.000000 	 7.681502e-02 	 1.816485e-01 	 2.187687e-01 	 9.496181e-02 	 1.430485e-01
235.000000 	 8.305190e-02 	 1.944781e-01 	 2.422074e-01 	 1.063466e-01 	 1.565210e-01
245.000000 	 9.211973e-02 	 2.130199e-01 	 2.729825e-01 	 1.213292e-01 	 1.748629e-01
255.000000 	 1.050672e-01 	 2.393537e-01 	 3.136942e-01 	 1.412044e-01 	 1.998299e-01
265.000000 	 1.235714e-01 	 2.768120e-01 	 3.683642e-01 	 1.679749e-01 	 2.341806e-01
275.000000 	 1.504003e-01 	 3.309060e-01 	 4.434560e-01 	 2.048602e-01 	 2.824056e-01
285.000000 	 1.903336e-01 	 4.111681e-01 	 5.498871e-01 	 2.572981e-01 	 3.521717e-01
295.000000 	 2.521391e-01 	 5.351077e-01 	 7.073050e-01 	 3.350742e-01 	 4.574065e-01
305.000000 	 3.532347e-01 	 7.375463e-01 	 9.540804e-01 	 4.572992e-01 	 6.255401e-01
315.000000 	 5.321417e-01 	 1.095558e+00 	 1.373723e+00 	 6.655668e-01 	 9.167475e-01
325.000000 	 8.878396e-01 	 1.807304e+00 	 2.177433e+00 	 1.065084e+00 	 1.484415e+00
335.000000 	 1.738181e+00 	 3.509451e+00 	 4.032287e+00 	 1.988227e+00 	 2.817037e+00
345.000000 	 4.547549e+00 	 9.136535e+00 	 9.954268e+00 	 4.938278e+00 	 7.144158e+00
355.000000 	 2.065704e+01 	 4.142977e+01 	 4.264800e+01 	 2.123887e+01 	 3.149342e+01
365.000000 	 2.123887e+01 	 4.264800e+01 	 4.142977e+01 	 2.065704e+01 	 3.149342e+01
375.000000 	 4.938278e+00 	 9.954268e+00 	 9.136535e+00 	 4.547549e+00 	 7.144157e+00
