0.010000        7.478680e-02 
0.110000        3.620967e-02 
0.210000        1.912705e-02 
0.310000        1.084081e-02 
0.410000        6.501446e-03 
0.510000        4.081102e-03 
0.610000        2.659677e-03 
0.710000        1.788753e-03 
0.810000        1.235964e-03 
0.910000        8.744656e-04 
1.010000        6.319015e-04 
1.110000        4.654266e-04 
1.210000        3.488499e-04 
1.310000        2.657151e-04 
1.410000        2.054324e-04 
1.510000        1.610414e-04 
1.610000        1.278804e-04 
1.710000        1.027733e-04 
1.810000        8.352262e-05 
1.910000       6.858571e-05 
