0.010000      2.172998e+01
0.110000      1.797105e+00
0.210000      7.998833e-01
0.310000      4.391296e-01
0.410000      2.473031e-01
0.510000      1.447788e-01
0.610000      8.847154e-02
0.710000      5.617210e-02
0.810000      3.685284e-02
0.910000      2.486664e-02
1.010000      1.718608e-02
1.110000      1.212830e-02
1.210000      8.719041e-03
1.310000      6.368441e-03
1.410000      4.719987e-03
1.510000      3.544436e-03
1.610000      2.692408e-03
1.710000      2.067036e-03
1.810000      1.602753e-03
1.910000      1.253926e-03
