0.736042 	 0.110000 	 6.191217e-02 	 3.489742e-01 	 3.489742e-01 	 6.191217e-02 	 -1.182133e-16 	 2.054432e-01 
2.492753 	 0.160000 	 1.120564e-01 	 5.030320e-01 	 5.030320e-01 	 1.120564e-01 	 -1.015302e-16 	 3.075442e-01 
3.457942 	 0.210000 	 1.234832e-01 	 5.159467e-01 	 5.159467e-01 	 1.234832e-01 	 3.255507e-17 	 3.197149e-01 
4.215893 	 0.260000 	 1.297269e-01 	 5.132064e-01 	 5.132064e-01 	 1.297269e-01 	 1.295107e-16 	 3.214666e-01 
4.864607 	 0.310000 	 1.370246e-01 	 5.167192e-01 	 5.167192e-01 	 1.370246e-01 	 -2.122818e-17 	 3.268719e-01 
5.443410 	 0.360000 	 1.478741e-01 	 5.336510e-01 	 5.336510e-01 	 1.478741e-01 	 1.221770e-16 	 3.407626e-01 
5.972786 	 0.410000 	 1.643449e-01 	 5.691958e-01 	 5.691958e-01 	 1.643449e-01 	 -3.405403e-16 	 3.667703e-01 
6.465004 	 0.460000 	 1.893289e-01 	 6.307687e-01 	 6.307687e-01 	 1.893289e-01 	 2.707539e-16 	 4.100488e-01 
6.928101 	 0.510000 	 2.278642e-01 	 7.317714e-01 	 7.317714e-01 	 2.278642e-01 	 -3.181534e-16 	 4.798178e-01 
7.367678 	 0.560000 	 2.898081e-01 	 8.988718e-01 	 8.988718e-01 	 2.898081e-01 	 -2.801990e-16 	 5.943400e-01 
7.787822 	 0.610000 	 3.968336e-01 	 1.190945e+00 	 1.190945e+00 	 3.968336e-01 	 5.419035e-16 	 7.938894e-01 
8.191627 	 0.660000 	 6.048444e-01 	 1.759563e+00 	 1.759563e+00 	 6.048444e-01 	 -2.347783e-16 	 1.182204e+00 
8.581500 	 0.710000 	 1.098685e+00 	 3.103599e+00 	 3.103599e+00 	 1.098685e+00 	 1.585171e-16 	 2.101142e+00 
8.959358 	 0.760000 	 2.840248e+00 	 7.803699e+00 	 7.803699e+00 	 2.840248e+00 	 1.001333e-15 	 5.321974e+00 
9.326759 	 0.810000 	 2.379332e+01 	 6.368410e+01 	 6.368410e+01 	 2.379332e+01 	 2.436775e-16 	 4.373871e+01 
9.684988 	 0.860000 	 2.269597e+01 	 5.926390e+01 	 5.926390e+01 	 2.269597e+01 	 -7.585722e-15 	 4.097994e+01 
10.035125 	 0.910000 	 2.364628e+00 	 6.031863e+00 	 6.031863e+00 	 2.364628e+00 	 5.553435e-16 	 4.198245e+00 
