5.000000         2.331030e-03    3.206439e-03    3.052788e-03    2.231359e-03    2.705404e-03    2.340889e-02
15.000000        2.113840e-03    3.320243e-03    2.993257e-03    1.900272e-03    2.581903e-03    5.234067e-02
25.000000        1.596127e-03    2.706346e-03    2.364269e-03    1.369730e-03    2.009118e-03    7.073678e-02
35.000000        1.131941e-03    1.997387e-03    1.693809e-03    9.272365e-04    1.437593e-03    8.839117e-02
45.000000        8.079974e-04    1.463068e-03    1.204856e-03    6.298409e-04    1.026441e-03    1.062821e-01
55.000000        5.925923e-04    1.095279e-03    8.775450e-04    4.384197e-04    7.509591e-04    1.238107e-01
65.000000        4.478890e-04    8.433969e-04    6.597147e-04    3.141927e-04    5.662983e-04    1.401110e-01
75.000000        3.481764e-04    6.676938e-04    5.124578e-04    2.319745e-04    4.400756e-04    1.541996e-01
85.000000        2.775628e-04    5.422647e-04    4.110078e-04    1.765769e-04    3.518531e-04    1.650140e-01
95.000000        2.262803e-04    4.507483e-04    3.399985e-04    1.388244e-04    2.889629e-04    1.714803e-01
105.000000       1.882056e-04    3.827207e-04    2.897941e-04    1.130412e-04    2.434404e-04    1.726203e-01
115.000000       1.593974e-04    3.314016e-04    2.542246e-04    9.561400e-05    2.101594e-04    1.676828e-01
125.000000       1.372516e-04    2.922787e-04    2.292525e-04    8.417825e-05    1.857403e-04    1.562661e-01
135.000000       1.200091e-04    2.622884e-04    2.121891e-04    7.715147e-05    1.679095e-04    1.384034e-01
145.000000       1.064632e-04    2.393214e-04    2.012277e-04    7.346052e-05    1.551182e-04    1.145843e-01
155.000000       9.578371e-05    2.219215e-04    1.951629e-04    7.237960e-05    1.463119e-04    8.571204e-02
165.000000       8.741059e-05    2.091002e-04    1.932211e-04    7.343363e-05    1.407914e-04    5.301487e-02
175.000000       8.098981e-05    2.002241e-04    1.949599e-04    7.634153e-05    1.381288e-04    1.794057e-02
185.000000       7.633694e-05    1.949488e-04    2.002130e-04    8.098522e-05    1.381210e-04    -1.794159e-02
195.000000       7.341980e-05    1.931879e-04    2.090671e-04    8.739677e-05    1.407679e-04    -5.302372e-02
205.000000       7.235635e-05    1.951080e-04    2.218667e-04    9.576047e-05    1.462729e-04    -8.573492e-02
215.000000       7.342759e-05    2.011518e-04    2.392455e-04    1.064303e-04    1.550638e-04    -1.146245e-01
225.000000       7.710855e-05    2.120930e-04    2.621923e-04    1.199662e-04    1.678400e-04    -1.384607e-01
235.000000       8.412504e-05    2.291373e-04    2.921636e-04    1.371984e-04    1.856561e-04    -1.563369e-01
245.000000       9.555030e-05    2.540916e-04    3.312687e-04    1.593337e-04    2.100611e-04    -1.677612e-01
255.000000       1.129669e-04    2.896449e-04    3.825716e-04    1.881314e-04    2.433287e-04    -1.726996e-01
265.000000       1.387396e-04    3.398348e-04    4.505845e-04    2.261956e-04    2.888386e-04    -1.715540e-01
275.000000       1.764820e-04    4.108310e-04    5.420879e-04    2.774679e-04    3.517172e-04    -1.650778e-01
285.000000       2.318699e-04    5.122695e-04    6.675055e-04    3.480718e-04    4.399292e-04    -1.542509e-01
295.000000       3.140789e-04    6.595162e-04    8.431983e-04    4.477752e-04    5.661422e-04    -1.401496e-01
305.000000       4.382972e-04    8.773368e-04    1.095071e-03    5.924698e-04    7.507937e-04    -1.238380e-01
315.000000       6.297100e-04    1.204638e-03    1.462851e-03    8.078666e-04    1.026266e-03    -1.063001e-01
325.000000       9.270982e-04    1.693582e-03    1.997161e-03    1.131802e-03    1.437411e-03    -8.840238e-02
335.000000       1.369589e-03    2.364040e-03    2.706117e-03    1.595986e-03    2.008933e-03    -7.074330e-02
345.000000       1.900146e-03    2.993056e-03    3.320042e-03    2.113715e-03    2.581740e-03    -5.234398e-02
355.000000       2.231303e-03    3.052698e-03    3.206349e-03    2.330974e-03    2.705331e-03    -2.340952e-02
