5.000000         2.123887118787e+01      4.264799841084e+01      4.142977039027e+01      2.065704289135e+01      3.149342072008e+01      1.428914576394e-02      9.000281585487e-01
15.000000        4.938278448608e+00      9.954268040352e+00      9.136534891901e+00      4.547548702071e+00      7.144157520733e+00      4.228850257993e-02      6.042314474939e-01
25.000000        1.988227125167e+00      4.032287473080e+00      3.509450965921e+00      1.738181109679e+00      2.817036668461e+00      6.859003037658e-02      3.864412613234e-01
35.000000        1.065083550743e+00      2.177433316104e+00      1.807304085413e+00      8.878395766956e-01      1.484415132239e+00      9.218667892333e-02      2.736866023693e-01
45.000000        6.655668232170e-01      1.373723199844e+00      1.095558049537e+00      5.321417271134e-01      9.167474499278e-01      1.122419938127e-01      2.057951232052e-01
55.000000        4.572992378073e-01      9.540803527050e-01      7.375462892038e-01      3.532346754950e-01      6.255401388028e-01      1.281287186571e-01      1.602993129067e-01
65.000000        3.350742273482e-01      7.073049860651e-01      5.351076896489e-01      2.521390726431e-01      4.574064939263e-01      1.394451404326e-01      1.275662255607e-01
75.000000        2.572980707246e-01      5.498871226409e-01      4.111681109982e-01      1.903335838073e-01      3.521717220427e-01      1.460107993388e-01      1.028417492800e-01
85.000000        2.048602213127e-01      4.434560261807e-01      3.309059652972e-01      1.504002688403e-01      2.824056204077e-01      1.478458653858e-01      8.350500667796e-02
95.000000        1.679749230715e-01      3.683641551625e-01      2.768119655407e-01      1.235714310635e-01      2.341806187096e-01      1.451397668806e-01      6.797784081491e-02
105.000000       1.412043935937e-01      3.136941720546e-01      2.393536573201e-01      1.050672319212e-01      1.998298637224e-01      1.382146721579e-01      5.523883820350e-02
115.000000       1.213292469144e-01      2.729825151120e-01      2.130199493692e-01      9.211973317920e-02      1.748628611437e-01      1.274885914807e-01      4.458603973898e-02
125.000000       1.063465688275e-01      2.422074229191e-01      1.944780936024e-01      8.305189800217e-02      1.565209958378e-01      1.134416500512e-01      3.551200007100e-02
135.000000       9.496181147948e-02      2.187686983541e-01      1.816485037238e-01      7.681501925312e-02      1.430485082026e-01      9.658784203888e-02      2.763349342835e-02
145.000000       8.631518798203e-02      2.009384020143e-01      1.732123818323e-01      7.274235770298e-02      1.333020823829e-01      7.745349833027e-02      2.064942523053e-02
155.000000       7.982725496188e-02      1.875508508370e-01      1.683380145515e-01      7.041204801253e-02      1.265320420907e-01      5.656283333821e-02      1.431402161744e-02
165.000000       7.510885233215e-02      1.778217797519e-01      1.665246356195e-01      6.956877727653e-02      1.222560112450e-01      3.443024808450e-02      8.418609593975e-03
175.000000       7.190794147730e-02      1.712415120279e-01      1.675136379730e-01      7.007915097036e-02      1.201855606121e-01      1.155851113376e-02      2.778332280906e-03
185.000000       7.007915096511e-02      1.675136379628e-01      1.712415120469e-01      7.190794148492e-02      1.201855606149e-01      -1.155851122107e-02     -2.778332301956e-03
195.000000       6.956877727360e-02      1.665246356181e-01      1.778217797809e-01      7.510885234281e-02      1.222560112539e-01      -3.443024817209e-02     -8.418609615999e-03
205.000000       7.041204801243e-02      1.683380145596e-01      1.875508508781e-01      7.982725497681e-02      1.265320421067e-01      -5.656283342591e-02     -1.431402164145e-02
215.000000       7.274235770692e-02      1.732123818520e-01      2.009384020709e-01      8.631518800324e-02      1.333020824083e-01      -7.745349841708e-02     -2.064942525761e-02
225.000000       7.681501926317e-02      1.816485037587e-01      2.187686984314e-01      9.496181150989e-02      1.430485082408e-01      -9.658784212271e-02     -2.763349345970e-02
235.000000       8.305189802159e-02      1.944780936580e-01      2.422074230243e-01      1.063465688713e-01      1.565209958938e-01      -1.134416501289e-01     -3.551200010803e-02
245.000000       9.211973321299e-02      2.130199494541e-01      2.729825152560e-01      1.213292469778e-01      1.748628612252e-01      -1.274885915481e-01     -4.458603978336e-02
255.000000       1.050672319770e-01      2.393536574478e-01      3.136941722536e-01      1.412043936858e-01      1.998298638410e-01      -1.382146722104e-01     -5.523883825730e-02
265.000000       1.235714311531e-01      2.768119657322e-01      3.683641554411e-01      1.679749232059e-01      2.341806188831e-01      -1.451397669138e-01     -6.797784088084e-02
275.000000       1.504002689828e-01      3.309059655869e-01      4.434560265784e-01      2.048602215109e-01      2.824056206648e-01      -1.478458653960e-01     -8.350500675974e-02
285.000000       1.903335840350e-01      4.111681114456e-01      5.498871232244e-01      2.572980710223e-01      3.521717224319e-01      -1.460107993238e-01     -1.028417493830e-01
295.000000       2.521390730143e-01      5.351076903640e-01      7.073049869559e-01      3.350742278094e-01      4.574064945359e-01      -1.394451403920e-01     -1.275662256935e-01
305.000000       3.532346761261e-01      7.375462904092e-01      9.540803541453e-01      4.572992385580e-01      6.255401398097e-01      -1.281287185925e-01     -1.602993130840e-01
315.000000       5.321417282692e-01      1.095558051746e+00      1.373723202384e+00      6.655668245398e-01      9.167474517347e-01      -1.122419937274e-01     -2.057951234544e-01
325.000000       8.878395790961e-01      1.807304090033e+00      2.177433321230e+00      1.065083553397e+00      1.484415135939e+00      -9.218667882153e-02     -2.736866027492e-01
335.000000       1.738181115883e+00      3.509450977986e+00      4.032287486024e+00      1.988227131805e+00      2.817036677925e+00      -6.859003026262e-02     -3.864412619795e-01
345.000000       4.547548726035e+00      9.136534938979e+00      9.954268089179e+00      4.938278473430e+00      7.144157556906e+00      -4.228850245703e-02     -6.042314487972e-01
355.000000       2.065704304848e+01      4.142977070112e+01      4.264799871905e+01      2.123887134382e+01      3.149342095312e+01      -1.428914562777e-02     -9.000281566318e-01
