5.000000 	 4.835643e-03 	 8.643944e-03 	 8.642873e-03 	 4.836714e-03 	 6.739794e-03
15.000000 	 4.828233e-03 	 8.635743e-03 	 8.632617e-03 	 4.831358e-03 	 6.731988e-03
25.000000 	 4.814899e-03 	 8.618606e-03 	 8.613679e-03 	 4.819827e-03 	 6.716753e-03
35.000000 	 4.796350e-03 	 8.593277e-03 	 8.586937e-03 	 4.802690e-03 	 6.694813e-03
45.000000 	 4.773532e-03 	 8.560849e-03 	 8.553586e-03 	 4.780795e-03 	 6.667190e-03
55.000000 	 4.747549e-03 	 8.522700e-03 	 8.515050e-03 	 4.755199e-03 	 6.635125e-03
65.000000 	 4.719582e-03 	 8.480402e-03 	 8.472893e-03 	 4.727092e-03 	 6.599992e-03
75.000000 	 4.690808e-03 	 8.435621e-03 	 8.428721e-03 	 4.697708e-03 	 6.563215e-03
85.000000 	 4.662322e-03 	 8.390020e-03 	 8.384097e-03 	 4.668245e-03 	 6.526171e-03
95.000000 	 4.635077e-03 	 8.345177e-03 	 8.340465e-03 	 4.639788e-03 	 6.490127e-03
105.000000 	 4.609846e-03 	 8.302509e-03 	 8.299097e-03 	 4.613257e-03 	 6.456177e-03
115.000000 	 4.587205e-03 	 8.263224e-03 	 8.261058e-03 	 4.589370e-03 	 6.425214e-03
125.000000 	 4.567538e-03 	 8.228295e-03 	 8.227200e-03 	 4.568632e-03 	 6.397916e-03
135.000000 	 4.551061e-03 	 8.198457e-03 	 8.198171e-03 	 4.551347e-03 	 6.374759e-03
145.000000 	 4.537864e-03 	 8.174225e-03 	 8.174441e-03 	 4.537648e-03 	 6.356045e-03
155.000000 	 4.527956e-03 	 8.155924e-03 	 8.156340e-03 	 4.527539e-03 	 6.341940e-03
165.000000 	 4.521311e-03 	 8.143728e-03 	 8.144090e-03 	 4.520948e-03 	 6.332519e-03
175.000000 	 4.517910e-03 	 8.137704e-03 	 8.137845e-03 	 4.517770e-03 	 6.327807e-03
185.000000 	 4.517770e-03 	 8.137845e-03 	 8.137704e-03 	 4.517910e-03 	 6.327807e-03
195.000000 	 4.520948e-03 	 8.144090e-03 	 8.143728e-03 	 4.521311e-03 	 6.332519e-03
205.000000 	 4.527539e-03 	 8.156340e-03 	 8.155924e-03 	 4.527956e-03 	 6.341940e-03
215.000000 	 4.537648e-03 	 8.174441e-03 	 8.174225e-03 	 4.537864e-03 	 6.356045e-03
225.000000 	 4.551347e-03 	 8.198171e-03 	 8.198457e-03 	 4.551061e-03 	 6.374759e-03
235.000000 	 4.568632e-03 	 8.227200e-03 	 8.228295e-03 	 4.567538e-03 	 6.397916e-03
245.000000 	 4.589370e-03 	 8.261058e-03 	 8.263224e-03 	 4.587205e-03 	 6.425214e-03
255.000000 	 4.613257e-03 	 8.299097e-03 	 8.302509e-03 	 4.609846e-03 	 6.456177e-03
265.000000 	 4.639788e-03 	 8.340465e-03 	 8.345177e-03 	 4.635077e-03 	 6.490127e-03
275.000000 	 4.668245e-03 	 8.384097e-03 	 8.390020e-03 	 4.662322e-03 	 6.526171e-03
285.000000 	 4.697708e-03 	 8.428721e-03 	 8.435621e-03 	 4.690808e-03 	 6.563215e-03
295.000000 	 4.727092e-03 	 8.472893e-03 	 8.480402e-03 	 4.719582e-03 	 6.599992e-03
305.000000 	 4.755199e-03 	 8.515050e-03 	 8.522700e-03 	 4.747549e-03 	 6.635125e-03
315.000000 	 4.780795e-03 	 8.553586e-03 	 8.560849e-03 	 4.773532e-03 	 6.667190e-03
325.000000 	 4.802690e-03 	 8.586937e-03 	 8.593277e-03 	 4.796350e-03 	 6.694813e-03
335.000000 	 4.819827e-03 	 8.613679e-03 	 8.618606e-03 	 4.814899e-03 	 6.716753e-03
345.000000 	 4.831358e-03 	 8.632617e-03 	 8.635743e-03 	 4.828233e-03 	 6.731988e-03
355.000000 	 4.836714e-03 	 8.642873e-03 	 8.643944e-03 	 4.835643e-03 	 6.739794e-03
